checkpoint,eval_model,jpeg_quality,image,prompt,psnr_immunized,ssim_imm_orig,ssim_clean_edit,ssim_imm_edit,disrupted
h1a_no_jpeg,sd15,75,image_186.png,A person in a community arts and crafts market,33.807,0.9547,0.5476,0.5449,0
h1a_no_jpeg,sd15,75,image_186.png,A person in a church sanctuary,33.807,0.9547,0.465,0.4594,0
h1a_no_jpeg,sd15,70,image_186.png,A person in a community arts and crafts market,33.336,0.9506,0.5476,0.5493,0
h1a_no_jpeg,sd15,70,image_186.png,A person in a church sanctuary,33.336,0.9506,0.465,0.4522,0
h1a_no_jpeg,sd15,none,image_189.png,A person in a vintage arts fair,38.083,0.9894,0.5173,0.5082,0
h1a_no_jpeg,sd15,none,image_189.png,A person in a bowling alley,38.083,0.9894,0.4313,0.4321,0
h1a_no_jpeg,sd15,75,image_189.png,A person in a vintage arts fair,34.037,0.9497,0.5173,0.5153,0
h1a_no_jpeg,sd15,75,image_189.png,A person in a bowling alley,34.037,0.9497,0.4313,0.4224,0
h1a_no_jpeg,sd15,70,image_189.png,A person in a vintage arts fair,33.594,0.9451,0.5173,0.5125,0
h1a_no_jpeg,sd15,70,image_189.png,A person in a bowling alley,33.594,0.9451,0.4313,0.4349,0
h1a_no_jpeg,sd15,none,image_201.png,A person in a high-end restaurant,39.452,0.984,0.5009,0.4894,0
h1a_no_jpeg,sd15,none,image_201.png,A person in a bowling alley,39.452,0.984,0.392,0.3886,0
h1a_no_jpeg,sd15,75,image_201.png,A person in a high-end restaurant,36.549,0.949,0.5009,0.497,0
h1a_no_jpeg,sd15,75,image_201.png,A person in a bowling alley,36.549,0.949,0.392,0.3842,0
h1a_no_jpeg,sd15,70,image_201.png,A person in a high-end restaurant,36.188,0.9437,0.5009,0.5047,0
h1a_no_jpeg,sd15,70,image_201.png,A person in a bowling alley,36.188,0.9437,0.392,0.3889,0
h1a_no_jpeg,sd15,none,image_203.png,A person in a gymnasium,42.008,0.9942,0.6168,0.6186,0
h1a_no_jpeg,sd15,none,image_203.png,A person in a brothel,42.008,0.9942,0.7245,0.7253,0
h1a_no_jpeg,sd15,75,image_203.png,A person in a gymnasium,38.558,0.974,0.6168,0.6329,0
h1a_no_jpeg,sd15,75,image_203.png,A person in a brothel,38.558,0.974,0.7245,0.7314,0
h1a_no_jpeg,sd15,70,image_203.png,A person in a gymnasium,38.18,0.9715,0.6168,0.6229,0
h1a_no_jpeg,sd15,70,image_203.png,A person in a brothel,38.18,0.9715,0.7245,0.7263,0
h1a_no_jpeg,sd15,none,image_209.png,A person in a summer camp,38.641,0.9875,0.4713,0.4637,0
h1a_no_jpeg,sd15,none,image_209.png,A person in a TV studio,38.641,0.9875,0.5428,0.5383,0
h1a_no_jpeg,sd15,75,image_209.png,A person in a summer camp,35.94,0.9576,0.4713,0.453,0
h1a_no_jpeg,sd15,75,image_209.png,A person in a TV studio,35.94,0.9576,0.5428,0.5247,0
h1a_no_jpeg,sd15,70,image_209.png,A person in a summer camp,35.428,0.9522,0.4713,0.457,0
h1a_no_jpeg,sd15,70,image_209.png,A person in a TV studio,35.428,0.9522,0.5428,0.5367,0
h1a_no_jpeg,sd15,none,image_212.png,A person in a street vendor stand,39.166,0.9796,0.636,0.6289,0
h1a_no_jpeg,sd15,none,image_212.png,A person in a dog park picnic,39.166,0.9796,0.5401,0.5347,0
h1a_no_jpeg,sd15,75,image_212.png,A person in a street vendor stand,36.288,0.9577,0.636,0.6383,0
h1a_no_jpeg,sd15,75,image_212.png,A person in a dog park picnic,36.288,0.9577,0.5401,0.5576,0
h1a_no_jpeg,sd15,70,image_212.png,A person in a street vendor stand,35.855,0.9545,0.636,0.6395,0
h1a_no_jpeg,sd15,70,image_212.png,A person in a dog park picnic,35.855,0.9545,0.5401,0.5609,0
h1a_no_jpeg,sd15,none,image_213.png,A person in a science museum exhibit,30.717,0.955,0.5987,0.5776,0
h1a_no_jpeg,sd15,none,image_213.png,A person in a woodworking shop,30.717,0.955,0.6139,0.5888,0
h1a_no_jpeg,sd15,75,image_213.png,A person in a science museum exhibit,30.35,0.9315,0.5987,0.579,0
h1a_no_jpeg,sd15,75,image_213.png,A person in a woodworking shop,30.35,0.9315,0.6139,0.5916,0
h1a_no_jpeg,sd15,70,image_213.png,A person in a science museum exhibit,30.282,0.9287,0.5987,0.5808,0
h1a_no_jpeg,sd15,70,image_213.png,A person in a woodworking shop,30.282,0.9287,0.6139,0.5975,0
h7_jpeg_robust,sd15,none,image_1.png,A person in a weekend market,28.514,0.9855,0.4296,0.4059,0
h7_jpeg_robust,sd15,none,image_1.png,A person in a police evidence room,28.514,0.9855,0.4411,0.4141,0
h7_jpeg_robust,sd15,75,image_1.png,A person in a weekend market,28.2,0.9501,0.4296,0.4096,0
h7_jpeg_robust,sd15,75,image_1.png,A person in a police evidence room,28.2,0.9501,0.4411,0.42,0
h7_jpeg_robust,sd15,70,image_1.png,A person in a weekend market,28.131,0.9458,0.4296,0.4096,0
h7_jpeg_robust,sd15,70,image_1.png,A person in a police evidence room,28.131,0.9458,0.4411,0.4186,0
h7_jpeg_robust,sd15,none,image_3.png,A person in a weekend market,31.545,0.9812,0.4902,0.4711,0
h7_jpeg_robust,sd15,none,image_3.png,A person in a TV newsroom,31.545,0.9812,0.3848,0.3699,0
h7_jpeg_robust,sd15,75,image_3.png,A person in a weekend market,30.639,0.9444,0.4902,0.4757,0
h7_jpeg_robust,sd15,75,image_3.png,A person in a TV newsroom,30.639,0.9444,0.3848,0.3883,0
h7_jpeg_robust,sd15,70,image_3.png,A person in a weekend market,30.508,0.9393,0.4902,0.4752,0
h7_jpeg_robust,sd15,70,image_3.png,A person in a TV newsroom,30.508,0.9393,0.3848,0.3835,0
h7_jpeg_robust,sd15,none,image_5.png,A person in a church sanctuary,47.954,0.9962,0.4869,0.4845,0
h7_jpeg_robust,sd15,none,image_5.png,A person in a charity art auction,47.954,0.9962,0.4673,0.4643,0
h7_jpeg_robust,sd15,75,image_5.png,A person in a church sanctuary,37.57,0.9637,0.4869,0.4888,0
h7_jpeg_robust,sd15,75,image_5.png,A person in a charity art auction,37.57,0.9637,0.4673,0.4554,0
h7_jpeg_robust,sd15,70,image_5.png,A person in a church sanctuary,36.877,0.959,0.4869,0.4983,0
h7_jpeg_robust,sd15,70,image_5.png,A person in a charity art auction,36.877,0.959,0.4673,0.4741,0
h7_jpeg_robust,sd15,none,image_9.png,A person in a sports field,31.968,0.9862,0.4938,0.474,0
h7_jpeg_robust,sd15,none,image_9.png,A person in a waterside cafe,31.968,0.9862,0.4853,0.4694,0
h7_jpeg_robust,sd15,75,image_9.png,A person in a sports field,31.449,0.9596,0.4938,0.4664,0
h7_jpeg_robust,sd15,75,image_9.png,A person in a waterside cafe,31.449,0.9596,0.4853,0.469,0
h7_jpeg_robust,sd15,70,image_9.png,A person in a sports field,31.323,0.955,0.4938,0.4691,0
h7_jpeg_robust,sd15,70,image_9.png,A person in a waterside cafe,31.323,0.955,0.4853,0.4691,0
h7_jpeg_robust,sd15,none,image_13.png,A person in a drive-in theater,54.774,0.9996,0.591,0.5922,0
h7_jpeg_robust,sd15,none,image_13.png,A person in a shelter,54.774,0.9996,0.6221,0.6215,0
h7_jpeg_robust,sd15,75,image_13.png,A person in a drive-in theater,38.485,0.9652,0.591,0.5987,0
h7_jpeg_robust,sd15,75,image_13.png,A person in a shelter,38.485,0.9652,0.6221,0.6252,0
h7_jpeg_robust,sd15,70,image_13.png,A person in a drive-in theater,37.805,0.9611,0.591,0.5928,0
h7_jpeg_robust,sd15,70,image_13.png,A person in a shelter,37.805,0.9611,0.6221,0.6193,0
h7_jpeg_robust,sd15,none,image_18.png,A person in a food truck park,23.804,0.9652,0.5483,0.5298,0
h7_jpeg_robust,sd15,none,image_18.png,A person in a ice cream parlor,23.804,0.9652,0.5654,0.5281,0
h7_jpeg_robust,sd15,75,image_18.png,A person in a food truck park,23.729,0.9368,0.5483,0.5354,0
h7_jpeg_robust,sd15,75,image_18.png,A person in a ice cream parlor,23.729,0.9368,0.5654,0.5382,0
h7_jpeg_robust,sd15,70,image_18.png,A person in a food truck park,23.704,0.9331,0.5483,0.5464,0
h7_jpeg_robust,sd15,70,image_18.png,A person in a ice cream parlor,23.704,0.9331,0.5654,0.5459,0
h7_jpeg_robust,sd15,none,image_22.png,A person in a betting shop,26.983,0.9575,0.641,0.5974,0
h7_jpeg_robust,sd15,none,image_22.png,A person in a charity art auction,26.983,0.9575,0.5835,0.5316,1
h7_jpeg_robust,sd15,75,image_22.png,A person in a betting shop,26.842,0.926,0.641,0.5991,0
h7_jpeg_robust,sd15,75,image_22.png,A person in a charity art auction,26.842,0.926,0.5835,0.538,0
h7_jpeg_robust,sd15,70,image_22.png,A person in a betting shop,26.803,0.9221,0.641,0.6063,0
h7_jpeg_robust,sd15,70,image_22.png,A person in a charity art auction,26.803,0.9221,0.5835,0.5461,0
h7_jpeg_robust,sd15,none,image_23.png,A person in a shelter,44.507,0.9944,0.4284,0.4259,0
h7_jpeg_robust,sd15,none,image_23.png,A person in a local art market,44.507,0.9944,0.5151,0.5075,0
h7_jpeg_robust,sd15,75,image_23.png,A person in a shelter,36.911,0.9521,0.4284,0.4322,0
h7_jpeg_robust,sd15,75,image_23.png,A person in a local art market,36.911,0.9521,0.5151,0.5052,0
h7_jpeg_robust,sd15,70,image_23.png,A person in a shelter,36.412,0.9473,0.4284,0.4358,0
h7_jpeg_robust,sd15,70,image_23.png,A person in a local art market,36.412,0.9473,0.5151,0.5071,0
h7_jpeg_robust,sd15,none,image_29.png,A person in a historic landmark event,47.486,0.9986,0.7108,0.711,0
h7_jpeg_robust,sd15,none,image_29.png,A person in a gymnasium,47.486,0.9986,0.7802,0.7782,0
h7_jpeg_robust,sd15,75,image_29.png,A person in a historic landmark event,38.805,0.9743,0.7108,0.7161,0
h7_jpeg_robust,sd15,75,image_29.png,A person in a gymnasium,38.805,0.9743,0.7802,0.7846,0
h7_jpeg_robust,sd15,70,image_29.png,A person in a historic landmark event,38.237,0.9715,0.7108,0.7207,0
h7_jpeg_robust,sd15,70,image_29.png,A person in a gymnasium,38.237,0.9715,0.7802,0.7834,0
h7_jpeg_robust,sd15,none,image_32.png,A person in a local art market,36.846,0.9881,0.5397,0.536,0
h7_jpeg_robust,sd15,none,image_32.png,A person in a pet festival,36.846,0.9881,0.5777,0.5716,0
h7_jpeg_robust,sd15,75,image_32.png,A person in a local art market,34.44,0.9535,0.5397,0.5396,0
h7_jpeg_robust,sd15,75,image_32.png,A person in a pet festival,34.44,0.9535,0.5777,0.5736,0
h7_jpeg_robust,sd15,70,image_32.png,A person in a local art market,34.155,0.9494,0.5397,0.543,0
h7_jpeg_robust,sd15,70,image_32.png,A person in a pet festival,34.155,0.9494,0.5777,0.5714,0
h7_jpeg_robust,sd15,none,image_33.png,A person in a basement,43.843,0.9975,0.351,0.3523,0
h7_jpeg_robust,sd15,none,image_33.png,A person in a movie set,43.843,0.9975,0.3837,0.3757,0
h7_jpeg_robust,sd15,75,image_33.png,A person in a basement,38.43,0.9654,0.351,0.3288,0
h7_jpeg_robust,sd15,75,image_33.png,A person in a movie set,38.43,0.9654,0.3837,0.4041,0
h7_jpeg_robust,sd15,70,image_33.png,A person in a basement,37.972,0.9613,0.351,0.3343,0
h7_jpeg_robust,sd15,70,image_33.png,A person in a movie set,37.972,0.9613,0.3837,0.4048,0
h7_jpeg_robust,sd15,none,image_37.png,A person in a garage,24.98,0.9823,0.6782,0.6466,0
h7_jpeg_robust,sd15,none,image_37.png,A person in a tech startup launch,24.98,0.9823,0.704,0.6899,0
h7_jpeg_robust,sd15,75,image_37.png,A person in a garage,24.887,0.9529,0.6782,0.6464,0
h7_jpeg_robust,sd15,75,image_37.png,A person in a tech startup launch,24.887,0.9529,0.704,0.6872,0
h7_jpeg_robust,sd15,70,image_37.png,A person in a garage,24.871,0.9501,0.6782,0.6478,0
h7_jpeg_robust,sd15,70,image_37.png,A person in a tech startup launch,24.871,0.9501,0.704,0.6841,0
h7_jpeg_robust,sd15,none,image_47.png,A person in a hot dog stand,44.016,0.9947,0.6504,0.6485,0
h7_jpeg_robust,sd15,none,image_47.png,A person in a creative writing event,44.016,0.9947,0.603,0.601,0
h7_jpeg_robust,sd15,75,image_47.png,A person in a hot dog stand,37.311,0.9643,0.6504,0.6531,0
h7_jpeg_robust,sd15,75,image_47.png,A person in a creative writing event,37.311,0.9643,0.603,0.6174,0
h7_jpeg_robust,sd15,70,image_47.png,A person in a hot dog stand,36.797,0.9609,0.6504,0.6466,0
h7_jpeg_robust,sd15,70,image_47.png,A person in a creative writing event,36.797,0.9609,0.603,0.6173,0
h7_jpeg_robust,sd15,none,image_49.png,A person in a music and arts festival,24.361,0.9348,0.576,0.5266,0
h7_jpeg_robust,sd15,none,image_49.png,A person in a bus stop shelter,24.361,0.9348,0.599,0.547,1
h7_jpeg_robust,sd15,75,image_49.png,A person in a music and arts festival,24.292,0.8989,0.576,0.5244,1
h7_jpeg_robust,sd15,75,image_49.png,A person in a bus stop shelter,24.292,0.8989,0.599,0.5472,1
h7_jpeg_robust,sd15,70,image_49.png,A person in a music and arts festival,24.264,0.8955,0.576,0.5357,0
h7_jpeg_robust,sd15,70,image_49.png,A person in a bus stop shelter,24.264,0.8955,0.599,0.5616,0
h7_jpeg_robust,sd15,none,image_53.png,A person in a parking structure,22.584,0.9368,0.5933,0.5246,1
h7_jpeg_robust,sd15,none,image_53.png,A person in a science museum exhibit,22.584,0.9368,0.569,0.4937,1
h7_jpeg_robust,sd15,75,image_53.png,A person in a parking structure,22.633,0.9071,0.5933,0.5216,1
h7_jpeg_robust,sd15,75,image_53.png,A person in a science museum exhibit,22.633,0.9071,0.569,0.5226,0
h7_jpeg_robust,sd15,70,image_53.png,A person in a parking structure,22.62,0.9025,0.5933,0.5283,1
h7_jpeg_robust,sd15,70,image_53.png,A person in a science museum exhibit,22.62,0.9025,0.569,0.5261,0
h7_jpeg_robust,sd15,none,image_57.png,A person in a gym sauna,34.906,0.9821,0.5443,0.5456,0
h7_jpeg_robust,sd15,none,image_57.png,A person in a community theater production,34.906,0.9821,0.581,0.5697,0
h7_jpeg_robust,sd15,75,image_57.png,A person in a gym sauna,33.395,0.9515,0.5443,0.5647,0
h7_jpeg_robust,sd15,75,image_57.png,A person in a community theater production,33.395,0.9515,0.581,0.5849,0
h7_jpeg_robust,sd15,70,image_57.png,A person in a gym sauna,33.174,0.9477,0.5443,0.5554,0
h7_jpeg_robust,sd15,70,image_57.png,A person in a community theater production,33.174,0.9477,0.581,0.5975,0
h7_jpeg_robust,sd15,none,image_58.png,A person in a costume shop,37.167,0.9919,0.5896,0.5855,0
h7_jpeg_robust,sd15,none,image_58.png,A person in a candle shop,37.167,0.9919,0.5879,0.5837,0
h7_jpeg_robust,sd15,75,image_58.png,A person in a costume shop,32.789,0.9405,0.5896,0.5928,0
h7_jpeg_robust,sd15,75,image_58.png,A person in a candle shop,32.789,0.9405,0.5879,0.6161,0
h7_jpeg_robust,sd15,70,image_58.png,A person in a costume shop,32.368,0.9344,0.5896,0.6021,0
h7_jpeg_robust,sd15,70,image_58.png,A person in a candle shop,32.368,0.9344,0.5879,0.6033,0
h7_jpeg_robust,sd15,none,image_66.png,A person in a gym sauna,28.111,0.981,0.6472,0.6384,0
h7_jpeg_robust,sd15,none,image_66.png,A person in a technology fair,28.111,0.981,0.7674,0.7496,0
h7_jpeg_robust,sd15,75,image_66.png,A person in a gym sauna,27.924,0.9584,0.6472,0.6297,0
h7_jpeg_robust,sd15,75,image_66.png,A person in a technology fair,27.924,0.9584,0.7674,0.7443,0
h7_jpeg_robust,sd15,70,image_66.png,A person in a gym sauna,27.895,0.9557,0.6472,0.6402,0
h7_jpeg_robust,sd15,70,image_66.png,A person in a technology fair,27.895,0.9557,0.7674,0.751,0
h7_jpeg_robust,sd15,none,image_67.png,A person in a butcher’s shop,27.849,0.9698,0.6737,0.6553,0
h7_jpeg_robust,sd15,none,image_67.png,A person in a pet festival,27.849,0.9698,0.7262,0.6859,0
h7_jpeg_robust,sd15,75,image_67.png,A person in a butcher’s shop,27.714,0.945,0.6737,0.6801,0
h7_jpeg_robust,sd15,75,image_67.png,A person in a pet festival,27.714,0.945,0.7262,0.7031,0
h7_jpeg_robust,sd15,70,image_67.png,A person in a butcher’s shop,27.67,0.9418,0.6737,0.6796,0
h7_jpeg_robust,sd15,70,image_67.png,A person in a pet festival,27.67,0.9418,0.7262,0.6997,0
h7_jpeg_robust,sd15,none,image_73.png,A person in a locker room,34.319,0.9903,0.4161,0.4064,0
h7_jpeg_robust,sd15,none,image_73.png,A person in a street market,34.319,0.9903,0.5401,0.5345,0
h7_jpeg_robust,sd15,75,image_73.png,A person in a locker room,32.709,0.946,0.4161,0.4136,0
h7_jpeg_robust,sd15,75,image_73.png,A person in a street market,32.709,0.946,0.5401,0.5333,0
h7_jpeg_robust,sd15,70,image_73.png,A person in a locker room,32.497,0.941,0.4161,0.4146,0
h7_jpeg_robust,sd15,70,image_73.png,A person in a street market,32.497,0.941,0.5401,0.5331,0
h7_jpeg_robust,sd15,none,image_80.png,A person in a hot dog stand,32.2,0.9807,0.5076,0.4991,0
h7_jpeg_robust,sd15,none,image_80.png,A person in a bridal fitting room,32.2,0.9807,0.5148,0.4914,0
h7_jpeg_robust,sd15,75,image_80.png,A person in a hot dog stand,31.218,0.9476,0.5076,0.4904,0
h7_jpeg_robust,sd15,75,image_80.png,A person in a bridal fitting room,31.218,0.9476,0.5148,0.4858,0
h7_jpeg_robust,sd15,70,image_80.png,A person in a hot dog stand,31.016,0.9421,0.5076,0.496,0
h7_jpeg_robust,sd15,70,image_80.png,A person in a bridal fitting room,31.016,0.9421,0.5148,0.4999,0
h7_jpeg_robust,sd15,none,image_82.png,A person in a beach resort,35.374,0.9911,0.7035,0.6843,0
h7_jpeg_robust,sd15,none,image_82.png,A person in a transit station,35.374,0.9911,0.7098,0.6988,0
h7_jpeg_robust,sd15,75,image_82.png,A person in a beach resort,34.31,0.9663,0.7035,0.6873,0
h7_jpeg_robust,sd15,75,image_82.png,A person in a transit station,34.31,0.9663,0.7098,0.6964,0
h7_jpeg_robust,sd15,70,image_82.png,A person in a beach resort,34.111,0.9624,0.7035,0.6914,0
h7_jpeg_robust,sd15,70,image_82.png,A person in a transit station,34.111,0.9624,0.7098,0.6942,0
h7_jpeg_robust,sd15,none,image_93.png,A person in a motel room,42.973,0.9928,0.5509,0.547,0
h7_jpeg_robust,sd15,none,image_93.png,A person in a tech launch event,42.973,0.9928,0.5507,0.5453,0
h7_jpeg_robust,sd15,75,image_93.png,A person in a motel room,34.788,0.9587,0.5509,0.5407,0
h7_jpeg_robust,sd15,75,image_93.png,A person in a tech launch event,34.788,0.9587,0.5507,0.5488,0
h7_jpeg_robust,sd15,70,image_93.png,A person in a motel room,34.137,0.9538,0.5509,0.5296,0
h7_jpeg_robust,sd15,70,image_93.png,A person in a tech launch event,34.137,0.9538,0.5507,0.5568,0
h7_jpeg_robust,sd15,none,image_94.png,A person in a computer lab,50.93,0.9982,0.5815,0.5815,0
h7_jpeg_robust,sd15,none,image_94.png,A person in a lobby,50.93,0.9982,0.6221,0.6214,0
h7_jpeg_robust,sd15,75,image_94.png,A person in a computer lab,37.423,0.9683,0.5815,0.5925,0
h7_jpeg_robust,sd15,75,image_94.png,A person in a lobby,37.423,0.9683,0.6221,0.6244,0
h7_jpeg_robust,sd15,70,image_94.png,A person in a computer lab,36.69,0.9641,0.5815,0.5898,0
h7_jpeg_robust,sd15,70,image_94.png,A person in a lobby,36.69,0.9641,0.6221,0.6135,0
h7_jpeg_robust,sd15,none,image_104.png,A person in a pet festival,50.994,0.9993,0.5348,0.5317,0
h7_jpeg_robust,sd15,none,image_104.png,A person in a slum,50.994,0.9993,0.4869,0.4891,0
h7_jpeg_robust,sd15,75,image_104.png,A person in a pet festival,38.633,0.9661,0.5348,0.5535,0
h7_jpeg_robust,sd15,75,image_104.png,A person in a slum,38.633,0.9661,0.4869,0.5036,0
h7_jpeg_robust,sd15,70,image_104.png,A person in a pet festival,38.012,0.962,0.5348,0.5326,0
h7_jpeg_robust,sd15,70,image_104.png,A person in a slum,38.012,0.962,0.4869,0.4937,0
h7_jpeg_robust,sd15,none,image_110.png,A person in a gym sauna,49.499,0.9994,0.6189,0.6153,0
h7_jpeg_robust,sd15,none,image_110.png,A person in a glass factory,49.499,0.9994,0.6517,0.6535,0
h7_jpeg_robust,sd15,75,image_110.png,A person in a gym sauna,39.035,0.9695,0.6189,0.6135,0
h7_jpeg_robust,sd15,75,image_110.png,A person in a glass factory,39.035,0.9695,0.6517,0.6412,0
h7_jpeg_robust,sd15,70,image_110.png,A person in a gym sauna,38.452,0.9661,0.6189,0.6248,0
h7_jpeg_robust,sd15,70,image_110.png,A person in a glass factory,38.452,0.9661,0.6517,0.6454,0
h7_jpeg_robust,sd15,none,image_115.png,A person in a tram stop,24.934,0.9644,0.5906,0.5642,0
h7_jpeg_robust,sd15,none,image_115.png,A person in a fish market,24.934,0.9644,0.5579,0.5263,0
h7_jpeg_robust,sd15,75,image_115.png,A person in a tram stop,24.744,0.9274,0.5906,0.5651,0
h7_jpeg_robust,sd15,75,image_115.png,A person in a fish market,24.744,0.9274,0.5579,0.5342,0
h7_jpeg_robust,sd15,70,image_115.png,A person in a tram stop,24.699,0.9222,0.5906,0.5771,0
h7_jpeg_robust,sd15,70,image_115.png,A person in a fish market,24.699,0.9222,0.5579,0.5272,0
h7_jpeg_robust,sd15,none,image_121.png,A person in a basement,43.245,0.9933,0.6121,0.606,0
h7_jpeg_robust,sd15,none,image_121.png,A person in a dormitory,43.245,0.9933,0.6266,0.6206,0
h7_jpeg_robust,sd15,75,image_121.png,A person in a basement,37.933,0.9627,0.6121,0.61,0
h7_jpeg_robust,sd15,75,image_121.png,A person in a dormitory,37.933,0.9627,0.6266,0.6305,0
h7_jpeg_robust,sd15,70,image_121.png,A person in a basement,37.504,0.9588,0.6121,0.6097,0
h7_jpeg_robust,sd15,70,image_121.png,A person in a dormitory,37.504,0.9588,0.6266,0.6295,0
h7_jpeg_robust,sd15,none,image_129.png,A person in a tech startup,22.578,0.9688,0.6426,0.6119,0
h7_jpeg_robust,sd15,none,image_129.png,A person in a brewery tour,22.578,0.9688,0.6799,0.6476,0
h7_jpeg_robust,sd15,75,image_129.png,A person in a tech startup,22.524,0.9446,0.6426,0.6072,0
h7_jpeg_robust,sd15,75,image_129.png,A person in a brewery tour,22.524,0.9446,0.6799,0.6417,0
h7_jpeg_robust,sd15,70,image_129.png,A person in a tech startup,22.492,0.9411,0.6426,0.6071,0
h7_jpeg_robust,sd15,70,image_129.png,A person in a brewery tour,22.492,0.9411,0.6799,0.6383,0
h7_jpeg_robust,sd15,none,image_133.png,A person in a laundry room,38.097,0.9933,0.2703,0.2667,0
h7_jpeg_robust,sd15,none,image_133.png,A person in a tech startup,38.097,0.9933,0.2919,0.2906,0
h7_jpeg_robust,sd15,75,image_133.png,A person in a laundry room,33.432,0.9571,0.2703,0.2685,0
h7_jpeg_robust,sd15,75,image_133.png,A person in a tech startup,33.432,0.9571,0.2919,0.2882,0
h7_jpeg_robust,sd15,70,image_133.png,A person in a laundry room,32.988,0.9521,0.2703,0.2693,0
h7_jpeg_robust,sd15,70,image_133.png,A person in a tech startup,32.988,0.9521,0.2919,0.289,0
h7_jpeg_robust,sd15,none,image_135.png,A person in a music studio,35.14,0.9675,0.5679,0.5484,0
h7_jpeg_robust,sd15,none,image_135.png,A person in a local crafts market,35.14,0.9675,0.5715,0.5548,0
h7_jpeg_robust,sd15,75,image_135.png,A person in a music studio,33.176,0.9296,0.5679,0.5474,0
h7_jpeg_robust,sd15,75,image_135.png,A person in a local crafts market,33.176,0.9296,0.5715,0.5488,0
h7_jpeg_robust,sd15,70,image_135.png,A person in a music studio,32.915,0.9253,0.5679,0.552,0
h7_jpeg_robust,sd15,70,image_135.png,A person in a local crafts market,32.915,0.9253,0.5715,0.561,0
h7_jpeg_robust,sd15,none,image_142.png,A person in a bowling alley,22.348,0.9666,0.5929,0.5703,0
h7_jpeg_robust,sd15,none,image_142.png,A person in a climbing wall,22.348,0.9666,0.5418,0.5057,0
h7_jpeg_robust,sd15,75,image_142.png,A person in a bowling alley,22.304,0.9317,0.5929,0.5768,0
h7_jpeg_robust,sd15,75,image_142.png,A person in a climbing wall,22.304,0.9317,0.5418,0.5069,0
h7_jpeg_robust,sd15,70,image_142.png,A person in a bowling alley,22.295,0.9273,0.5929,0.5746,0
h7_jpeg_robust,sd15,70,image_142.png,A person in a climbing wall,22.295,0.9273,0.5418,0.5107,0
h7_jpeg_robust,sd15,none,image_149.png,A person in a music and arts festival,30.92,0.9842,0.6182,0.5925,0
h7_jpeg_robust,sd15,none,image_149.png,A person in a costume party,30.92,0.9842,0.5994,0.5827,0
h7_jpeg_robust,sd15,75,image_149.png,A person in a music and arts festival,30.617,0.9534,0.6182,0.6027,0
h7_jpeg_robust,sd15,75,image_149.png,A person in a costume party,30.617,0.9534,0.5994,0.579,0
h7_jpeg_robust,sd15,70,image_149.png,A person in a music and arts festival,30.574,0.9493,0.6182,0.599,0
h7_jpeg_robust,sd15,70,image_149.png,A person in a costume party,30.574,0.9493,0.5994,0.5727,0
h7_jpeg_robust,sd15,none,image_151.png,A person in a charity art auction,20.401,0.9274,0.7052,0.6299,1
h7_jpeg_robust,sd15,none,image_151.png,A person in a customs checkpoint,20.401,0.9274,0.7181,0.6433,1
h7_jpeg_robust,sd15,75,image_151.png,A person in a charity art auction,20.472,0.8956,0.7052,0.6487,1
h7_jpeg_robust,sd15,75,image_151.png,A person in a customs checkpoint,20.472,0.8956,0.7181,0.6566,1
h7_jpeg_robust,sd15,70,image_151.png,A person in a charity art auction,20.464,0.8919,0.7052,0.6502,1
h7_jpeg_robust,sd15,70,image_151.png,A person in a customs checkpoint,20.464,0.8919,0.7181,0.6678,1
h7_jpeg_robust,sd15,none,image_152.png,A person in a city food tour,29.863,0.9851,0.6125,0.5981,0
h7_jpeg_robust,sd15,none,image_152.png,A person in a flea market,29.863,0.9851,0.5959,0.5809,0
h7_jpeg_robust,sd15,75,image_152.png,A person in a city food tour,29.417,0.9501,0.6125,0.5989,0
h7_jpeg_robust,sd15,75,image_152.png,A person in a flea market,29.417,0.9501,0.5959,0.5888,0
h7_jpeg_robust,sd15,70,image_152.png,A person in a city food tour,29.33,0.9457,0.6125,0.603,0
h7_jpeg_robust,sd15,70,image_152.png,A person in a flea market,29.33,0.9457,0.5959,0.5843,0
h7_jpeg_robust,sd15,none,image_160.png,A person in a flower garden,38.514,0.9968,0.5167,0.5115,0
h7_jpeg_robust,sd15,none,image_160.png,A person in a sports field,38.514,0.9968,0.5107,0.5134,0
h7_jpeg_robust,sd15,75,image_160.png,A person in a flower garden,34.591,0.9524,0.5167,0.5182,0
h7_jpeg_robust,sd15,75,image_160.png,A person in a sports field,34.591,0.9524,0.5107,0.521,0
h7_jpeg_robust,sd15,70,image_160.png,A person in a flower garden,34.159,0.9472,0.5167,0.5208,0
h7_jpeg_robust,sd15,70,image_160.png,A person in a sports field,34.159,0.9472,0.5107,0.5326,0
h7_jpeg_robust,sd15,none,image_163.png,A person in a slum,31.826,0.9869,0.3865,0.3743,0
h7_jpeg_robust,sd15,none,image_163.png,A person in a nightclub,31.826,0.9869,0.3429,0.3322,0
h7_jpeg_robust,sd15,75,image_163.png,A person in a slum,30.895,0.9556,0.3865,0.3713,0
h7_jpeg_robust,sd15,75,image_163.png,A person in a nightclub,30.895,0.9556,0.3429,0.3278,0
h7_jpeg_robust,sd15,70,image_163.png,A person in a slum,30.677,0.9491,0.3865,0.3708,0
